CUSEC;COD_POSTAL;yieldPisos;yieldCasas
0818706018;08204;+;=
0818706020;08204;+;=
0818706021;08204;+;=
0818706022;08204;+;=
0818706023;08204;+;=
0818706024;08204;+;=
0818707001;08202;+;++
0818707002;08202;+;++
0818707003;08202;+;++
0818707004;08202;+;++
0818707005;08202;+;++
0818707006;08202;+;++
0818707007;08202;+;++
0818707008;08202;+;++
0818801001;08517;-;=
0818901001;08281;++;=
0819001001;08697;-;+
0819101001;08650;=;-
0819101002;08650;=;-
0819101003;08650;=;-
0819101004;08650;=;-
0819101005;08650;=;-
0819101006;08650;=;-
0819102001;08650;=;-
0819201001;08251;+;=
0819201002;08251;+;=
0819201003;08251;+;=
0819201004;08251;+;=
0819301001;08359;+;+
0819401001;08930;++;++
0819401002;08930;++;++
0819401003;08930;++;++
0819401004;08930;++;++
0819401005;08930;++;++
0819401006;08930;++;++
0819402001;08930;++;++
0819402002;08930;++;++
0819402003;08930;++;++
0819402004;08930;++;++
0819402005;08930;++;++
0819403001;08930;++;++
0819404001;08930;++;++
0819405001;08930;++;++
0819405002;08930;++;++
0819405003;08930;++;++
0819405004;08930;++;++
0819406001;08930;++;++
0819406002;08930;++;++
0819406003;08930;++;++
0819406004;08930;++;++
0819406005;08930;++;++
0819406006;08930;++;++
0819406007;08930;++;++
0819501001;08586;++;+
0819601001;08740;=;+
0819601002;08740;=;+
0819601003;08740;=;+
0819601004;08740;=;+
0819601005;08740;=;+
0819601006;08740;=;+
0819601007;08740;=;+
0819601008;08740;=;+
0819601009;08740;=;+
0819601010;08740;=;+
0819601011;08740;=;+
0819601012;08740;=;+
0819601013;08740;=;+
0819601014;08740;=;+
0819701001;08392;=;--
0819701002;08392;=;--
0819701003;08392;=;--
0819702001;08392;=;--
0819702002;08392;=;--
0819702003;08392;=;--
0819801001;08459;=;=
0819801002;08459;=;=
0819801003;08459;=;=
0819801004;08459;=;=
0819901001;08503;--;=
0820001001;08830;+;=
0820001002;08830;+;=
0820001003;08830;+;=
0820001004;08830;+;=
0820001005;08830;+;=
0820001006;08830;+;=
0820001007;08830;+;=
0820002001;08830;+;=
0820002002;08830;+;=
0820002003;08830;+;=
0820002004;08830;+;=
0820002005;08830;+;=
0820002006;08830;+;=
0820002007;08830;+;=
0820002008;08830;+;=
0820002009;08830;+;=
0820002010;08830;+;=
0820002011;08830;+;=
0820002012;08830;+;=
0820002013;08830;+;=
0820002014;08830;+;=
0820002015;08830;+;=
0820002016;08830;+;=
0820002017;08830;+;=
0820002018;08830;+;=
0820002019;08830;+;=
0820003001;08830;+;=
0820003002;08830;+;=
0820003003;08830;+;=
0820003004;08830;+;=
0820003005;08830;+;=
0820003006;08830;+;=
0820003007;08830;+;=
0820003008;08830;+;=
0820003009;08830;+;=
0820004001;08830;+;=
0820004002;08830;+;=
0820004003;08830;+;=
0820004004;08830;+;=
0820004005;08830;+;=
0820004006;08830;+;=
0820004007;08830;+;=
0820004008;08830;+;=
0820004009;08830;+;=
0820005001;08830;+;=
0820005002;08830;+;=
0820005003;08830;+;=
0820006001;08830;+;=
0820006002;08830;+;=
0820006003;08830;+;=
0820101001;08589;++;++
0820201001;08470;=;-
0820201002;08470;=;-
0820201003;08470;=;-
0820201004;08470;=;-
0820201005;08470;=;-
0820201006;08470;=;-
0820201007;08470;=;-
0820201008;08470;=;-
0820202001;08470;=;-
0820301001;08396;-;=
0820301002;08396;-;=
0820401001;08849;++;=
0820401002;08849;++;=
0820501001;08172;++;=
0820501002;08172;++;=
0820501003;08172;++;=
0820501004;08172;++;=
0820501005;08172;++;=
0820501006;08172;++;=
0820501007;08172;++;=
0820501008;08172;++;=
0820501009;08172;++;=
0820501010;08172;++;=
0820501011;08172;++;=
0820501012;08172;++;=
0820501013;08172;++;=
0820501014;08172;++;=
0820501015;08172;++;=
0820501016;08172;++;=
0820501017;08172;++;=
0820501018;08172;++;=
0820501019;08172;++;=
0820501020;08172;++;=
0820501021;08172;++;=
0820501022;08172;++;=
0820501023;08172;++;=
0820502001;08173;++;++
0820502002;08173;++;++
0820502003;08173;++;++
0820502004;08173;++;++
0820502005;08173;++;++
0820502006;08173;++;++
0820502007;08173;++;++
0820502008;08173;++;++
0820502009;08173;++;++
0820502010;08173;++;++
0820502011;08173;++;++
0820502012;08173;++;++
0820503001;08197;=;+
0820503002;08197;=;+
0820503003;08197;=;+
0820503004;08197;=;+
0820504001;08198;++;++
0820504002;08198;++;++
0820504003;08198;++;++
0820505001;08195;++;=
0820505002;08195;++;=
0820505003;08195;++;=
0820505004;08195;++;=
0820505005;08195;++;=
0820505006;08195;++;=
0820505007;08195;++;=
0820505008;08195;++;=
0820506001;08196;++;+
0820601001;08798;++;++
0820701001;08461;++;++
0820801001;08635;++;=
0820801002;08635;++;=
0820801003;08635;++;=
0820801004;08635;++;=
0820901001;08105;++;=
0820901002;08105;++;=
0820901003;08105;++;=
0820901004;08105;++;=
0821001001;08182;=;=
0821001002;08182;=;=
0821002001;08182;=;=
0821002002;08182;=;=
0821101001;08980;+;=
0821101002;08980;+;=
0821101003;08980;+;=
0821101004;08980;+;=
0821101005;08980;+;=
0821101006;08980;+;=
0821101007;08980;+;=
0821102003;08980;+;=
0821102004;08980;+;=
0821102006;08980;+;=
0821102007;08980;+;=
0821102008;08980;+;=
0821103001;08980;+;=
0821103002;08980;+;=
0821103003;08980;+;=
0821103004;08980;+;=
0821103005;08980;+;=
0821104003;08980;+;=
0821104006;08980;+;=
0821104007;08980;+;=
0821104008;08980;+;=
0821105001;08980;+;=
0821105002;08980;+;=
0821105003;08980;+;=
0821105004;08980;+;=
0821105005;08980;+;=
0821106004;08980;+;=
0821107001;08980;+;=
0821107002;08980;+;=
0821107003;08980;+;=
0821201001;08274;=;-
0821301001;08272;=;+
0821301002;08272;=;+
0821301003;08272;=;+
0821301004;08272;=;+
0821401001;08339;=;=
0821401002;08339;=;=
0821401003;08339;=;=
0821401004;08339;=;=
0821402001;08339;=;=
0821402002;08339;=;=
0821501001;08512;=;=
0821501002;08512;=;=
0821501003;08512;=;=
0821601001;08607;-;=
0821701001;08970;+;=
0821701002;08970;+;=
0821701003;08970;+;=
0821701004;08970;+;=
0821701005;08970;+;=
0821701006;08970;+;=
0821701007;08970;+;=
0821701008;08970;+;=
0821701009;08970;+;=
0821701010;08970;+;=
0821702002;08970;+;=
0821702003;08970;+;=
0821702004;08970;+;=
0821703001;08970;+;=
0821703002;08970;+;=
0821703003;08970;+;=
0821703004;08970;+;=
0821703005;08970;+;=
0821704001;08970;+;=
0821705001;08970;+;=
0821705002;08970;+;=
0821801001;08250;+;+
0821801002;08250;+;+
0821801003;08250;+;+
0821801005;08250;+;+
0821801006;08250;+;+
0821901001;08340;=;++
0821901002;08340;=;++
0821901003;08340;=;++
0821901004;08340;=;++
0821901005;08340;=;++
0821901006;08340;=;++
0821902001;08340;=;++
0821902002;08340;=;++
0821902003;08340;=;++
0821902004;08340;=;++
0821902005;08340;=;++
0821903001;08340;=;++
0821903002;08340;=;++
0821903003;08340;=;++
0821903004;08340;=;++
0822001001;08504;++;++
0822001002;08504;++;++
0822101001;08960;+;=
0822101002;08960;+;=
0822101003;08960;+;=
0822101004;08960;+;=
0822101005;08960;+;=
0822101006;08960;+;=
0822101007;08960;+;=
0822101008;08960;+;=
0822101009;08960;+;=
0822201001;08791;--;=
0822301001;08212;++;=
0822401001;08592;=;+
0822501001;08515;-;=
0822601001;08712;++;=
0822701001;08731;=;++
0822701002;08731;=;++
0822801001;08282;++;++
0822901001;08263;++;++
0823001001;08338;+;=
0823001002;08338;+;=
0823001003;08338;+;=
0823001004;08338;+;=
0823001005;08338;+;=
0823001006;08338;+;=
0823101001;08810;+;+
0823101002;08810;+;+
0823101003;08810;+;+
0823101004;08810;+;+
0823101005;08810;+;+
0823101006;08810;+;+
0823101007;08810;+;+
0823101008;08810;+;+
0823101009;08810;+;+
0823101010;08810;+;+
0823101011;08810;+;+
0823101012;08810;+;+
0823101013;08810;+;+
0823101014;08810;+;+
0823101015;08810;+;+
0823101016;08810;+;+
0823101017;08810;+;+
0823201001;08776;=;-
0823301001;08572;+;-
0823301002;08572;+;-
0823401001;08458;++;=
0823501001;08395;-;=
0823501002;08395;-;=
0823501003;08395;-;=
0823601001;08777;+;=
0823701001;08580;++;++
0823701002;08580;++;++
0823801001;08192;++;+
0823801002;08192;++;+
0823801003;08192;++;+
0823801004;08192;++;+
0823801005;08192;++;+
0823801006;08192;++;+
0823801007;08192;++;+
0823801008;08192;++;+
0823801009;08192;++;+
0823801010;08192;++;+
0823801011;08192;++;+
0823801012;08192;++;+
0823901001;08189;++;=
0824001001;08770;=;-
0824001002;08770;=;-
0824001003;08770;=;-
0824001004;08770;=;-
0824002001;08770;=;-
0824002002;08770;=;-
0824002003;08770;=;-
0824002004;08770;=;-
0824101001;08504;++;++
0824201001;08298;++;++
0824301001;08509;-;=
0824401001;08690;++;--
0824401002;08690;++;--
0824401003;08690;++;--
0824401004;08690;++;--
0824401005;08690;++;--
0824501001;08921;++;=
0824501002;08921;++;=
0824501003;08921;++;=
0824501004;08921;++;=
0824501005;08921;++;=
0824501006;08921;++;=
0824501007;08921;++;=
0824501008;08921;++;=
0824501009;08921;++;=
0824501010;08921;++;=
0824501011;08921;++;=
0824501012;08921;++;=
0824501013;08921;++;=
0824501014;08921;++;=
0824501015;08921;++;=
0824501016;08921;++;=
0824501017;08921;++;=
0824501018;08921;++;=
0824501019;08921;++;=
0824502001;08921;++;=
0824502002;08921;++;=
0824502003;08921;++;=
0824502004;08921;++;=
0824502005;08921;++;=
0824502006;08921;++;=
0824502007;08921;++;=
0824502008;08921;++;=
0824502009;08921;++;=
0824502010;08921;++;=
0824502011;08921;++;=
0824503001;08924;=;+
0824503002;08924;=;+
0824503003;08924;=;+
0824503004;08924;=;+
0824503005;08924;=;+
0824503006;08924;=;+
0824503007;08924;=;+
0824503008;08924;=;+
0824503009;08924;=;+
0824503010;08924;=;+
0824503011;08924;=;+
0824503012;08924;=;+
0824503013;08924;=;+
0824503014;08924;=;+
0824503015;08924;=;+
0824503016;08924;=;+
0824503017;08924;=;+
0824504001;08921;++;=
0824504002;08921;++;=
0824504003;08921;++;=
0824504004;08921;++;=
0824504005;08921;++;=
0824504006;08921;++;=
0824504007;08921;++;=
0824504008;08921;++;=
0824504009;08921;++;=
0824504010;08921;++;=
0824504011;08921;++;=
0824504012;08921;++;=
0824504013;08921;++;=
0824504014;08921;++;=
0824504015;08921;++;=
0824504016;08921;++;=
0824505001;08923;=;--
0824505002;08923;=;--
0824505003;08923;=;--
0824505004;08923;=;--
0824505005;08923;=;--
0824505006;08923;=;--
0824505007;08923;=;--
0824505008;08923;=;--
0824505009;08923;=;--
0824505010;08923;=;--
0824505011;08923;=;--
0824505012;08923;=;--
0824505013;08923;=;--
0824505014;08923;=;--
0824505015;08923;=;--
0824505016;08923;=;--
0824505017;08923;=;--
0824505018;08923;=;--
0824505019;08923;=;--
0824506001;08922;+;++
0824506002;08922;+;++
0824506003;08922;+;++
0824506004;08922;+;++
0824506005;08922;+;++
0824506006;08922;+;++
0824506007;08922;+;++
0824506008;08922;+;++
0824506009;08922;+;++
0824506010;08922;+;++
0824506011;08922;+;++
0824506012;08922;+;++
0824506013;08922;+;++
0824506014;08922;+;++
0824506015;08922;+;++
0824506016;08922;+;++
0824506017;08922;+;++
0824601001;08507;=;++
0824701001;08505;++;=
0824801001;08187;++;+
0824801002;08187;++;+
0824901001;08792;+;++
0825001001;08710;+;=
0825001002;08710;+;=
0825001003;08710;+;=
0825001004;08710;+;=
0825001005;08710;+;=
0825001006;08710;+;=
0825001007;08710;+;=
0825101001;08730;=;=
0825101002;08730;=;=
0825101003;08730;=;=
0825101004;08730;=;=
0825201001;08210;++;=
0825201002;08210;++;=
0825201003;08210;++;=
0825201004;08210;++;=
0825201005;08210;++;=
0825201006;08210;++;=
0825201007;08210;++;=
0825201008;08210;++;=
0825201009;08210;++;=
0825201010;08210;++;=
0825201011;08210;++;=
0825201018;08210;++;=
0825201019;08210;++;=
0825201020;08210;++;=
0825201021;08210;++;=
0825201022;08210;++;=
0825201023;08210;++;=
0825201024;08210;++;=
0825201025;08210;++;=
0825201026;08210;++;=
0825201027;08210;++;=
0825201028;08210;++;=
0825201029;08210;++;=
0825301001;08584;++;+
0825401001;08511;--;-
0825501001;08517;-;=
0825601001;08106;++;=
0825701001;08787;=;+
0825801001;08273;=;+
0825901001;08460;++;=
0825901002;08460;++;=
0825901003;08460;++;=
0825901004;08460;++;=
0826001001;08130;+;--
0826001002;08130;+;--
0826001003;08130;+;--
0826001004;08130;+;--
0826001005;08130;+;--
0826001006;08130;+;--
0826001007;08130;+;--
0826001008;08130;+;--
0826001009;08130;+;--
0826001010;08130;+;--
0826001011;08130;+;--
0826001012;08130;+;--
0826001013;08130;+;--
0826001014;08130;+;--
0826101001;08398;=;=
0826101002;08398;=;=
0826201001;08295;=;--
0826201002;08295;=;--
0826201003;08295;=;--
0826202001;08295;=;--
0826202002;08295;=;--
0826301001;08620;=;=
0826301002;08620;=;=
0826301003;08620;=;=
0826301004;08620;=;=
0826301005;08620;=;=
0826301006;08620;=;=
0826301007;08620;=;=
0826301008;08620;=;=
0826301009;08620;=;=
0826301010;08620;=;=
0826301011;08620;=;=
0826301012;08620;=;=
0826302001;08620;=;=
0826302002;08620;=;=
0826302003;08620;=;=
0826303001;08620;=;=
0826303002;08620;=;=
0826304001;08620;=;=
0826304002;08620;=;=
0826304003;08620;=;=
0826401001;08394;=;=
0826401002;08394;=;=
0826401003;08394;=;=
0826401004;08394;=;=
0826501001;08571;--;=
0826601001;08290;+;+
0826601002;08290;+;+
0826601003;08290;+;+
0826601004;08290;+;+
0826601005;08290;+;+
0826601006;08290;+;+
0826601007;08290;+;+
0826601008;08290;+;+
0826601009;08290;+;+
0826601010;08290;+;+
0826601011;08290;+;+
0826601012;08290;+;+
0826601013;08290;+;+
0826601014;08290;+;+
0826601015;08290;+;+
0826601016;08290;+;+
0826601017;08290;+;+
0826601018;08290;+;+
0826601019;08290;+;+
0826601020;08290;+;+
0826601027;08290;+;+
0826601028;08290;+;+
0826601029;08290;+;+
0826601030;08290;+;+
0826601031;08290;+;+
0826601032;08290;+;+
0826601033;08290;+;+
0826601034;08290;+;+
0826601035;08290;+;+
0826601036;08290;+;+
0826601037;08290;+;+
0826601038;08290;+;+
0826701001;08181;=;+
0826701002;08181;=;+
0826701003;08181;=;+
0826701004;08181;=;+
0826701005;08181;=;+
0826801001;08698;-;++
0826801002;08698;-;++
0826901001;08553;=;=
0826901002;08553;=;=
0827001001;08870;=;=
0827001002;08870;=;=
0827001003;08870;=;=
0827001004;08870;=;=
0827001005;08870;=;=
0827002001;08870;=;=
0827002002;08870;=;=
0827002003;08870;=;=
0827002004;08870;=;=
0827002005;08870;=;=
0827002006;08870;=;=
0827002007;08870;=;=
0827002009;08870;=;=
0827002010;08870;=;=
0827002011;08870;=;=
0827101001;08589;++;++
0827201001;08588;++;++
0827301001;08739;++;-
0827301002;08739;++;-
0827301003;08739;++;-
0827401001;08260;+;++
0827401002;08260;+;++
0827401004;08260;+;++
0827401005;08260;+;++
0827501001;08519;+;=
0827601001;08593;++;--
0827701001;08278;++;--
0827801001;08552;=;=
0827801002;08552;=;=
0827801003;08552;=;=
0827801004;08552;=;=
0827901001;08221;+;-
0827901002;08221;+;-
0827901004;08221;+;-
0827901005;08221;+;-
0827901006;08221;+;-
0827901007;08221;+;-
0827901008;08221;+;-
0827901009;08221;+;-
0827901010;08221;+;-
0827901011;08221;+;-
0827901012;08221;+;-
0827901013;08221;+;-
0827901014;08221;+;-
0827901015;08221;+;-
0827901016;08221;+;-
0827901017;08221;+;-
0827901018;08221;+;-
0827901019;08221;+;-
0827901020;08221;+;-
0827901021;08221;+;-
0827901022;08221;+;-
0827901023;08221;+;-
0827901024;08221;+;-
0827902001;08222;+;+
0827902002;08222;+;+
0827902003;08222;+;+
0827902004;08222;+;+
0827902005;08222;+;+
0827902006;08222;+;+
0827902008;08222;+;+
0827902009;08222;+;+
0827902011;08222;+;+
0827902012;08222;+;+
0827902014;08222;+;+
0827902015;08222;+;+
0827902016;08222;+;+
0827902017;08222;+;+
0827903001;08223;+;--
0827903002;08223;+;--
0827903003;08223;+;--
0827903004;08223;+;--
0827903005;08223;+;--
0827903006;08223;+;--
0827903007;08223;+;--
0827903008;08223;+;--
0827903009;08223;+;--
0827903010;08223;+;--
0827903011;08223;+;--
0827903012;08223;+;--
0827903014;08223;+;--
0827903015;08223;+;--
0827903016;08223;+;--
0827903017;08223;+;--
0827903018;08223;+;--
0827903019;08223;+;--
0827903020;08223;+;--
0827904001;08224;+;+
0827904002;08224;+;+
0827904003;08224;+;+
0827904004;08224;+;+
0827904005;08224;+;+
0827904006;08224;+;+
0827904007;08224;+;+
0827904008;08224;+;+
0827904009;08224;+;+
0827904010;08224;+;+
0827904012;08224;+;+
0827904013;08224;+;+
0827904014;08224;+;+
0827904015;08224;+;+
0827904016;08224;+;+
0827904017;08224;+;+
0827904018;08224;+;+
0827904019;08224;+;+
0827904020;08224;+;+
0827904021;08224;+;+
0827904022;08224;+;+
0827904023;08224;+;+
0827904024;08224;+;+
0827904025;08224;+;+
0827904026;08224;+;+
0827905001;08225;+;++
0827905002;08225;+;++
0827905003;08225;+;++
0827905004;08225;+;++
0827905005;08225;+;++
0827905006;08225;+;++
0827905007;08225;+;++
0827905008;08225;+;++
0827905009;08225;+;++
0827905010;08225;+;++
0827905011;08225;+;++
0827905012;08225;+;++
0827905013;08225;+;++
0827905014;08225;+;++
0827905015;08225;+;++
0827905016;08225;+;++
0827905017;08225;+;++
0827905018;08225;+;++
0827905019;08225;+;++
0827905020;08225;+;++
0827905021;08225;+;++
0827905022;08225;+;++
0827905023;08225;+;++
0827905024;08225;+;++
0827905025;08225;+;++
0827905026;08225;+;++
0827905027;08225;+;++
0827905028;08225;+;++
0827905029;08225;+;++
0827906001;08226;++;+
0827906002;08226;++;+
0827906003;08226;++;+
0827906004;08226;++;+
0827906005;08226;++;+
0827906006;08226;++;+
0827906008;08226;++;+
0827906009;08226;++;+
0827906010;08226;++;+
0827906011;08226;++;+
0827906012;08226;++;+
0827906013;08226;++;+
0827906014;08226;++;+
0827906016;08226;++;+
0827906018;08226;++;+
0827906020;08226;++;+
0827906023;08226;++;+
0827906024;08226;++;+
0827906025;08226;++;+
0827906026;08226;++;+
0827906027;08226;++;+
0827906028;08226;++;+
0827906029;08226;++;+
0827906030;08226;++;+
0827906031;08226;++;+
0827906032;08226;++;+
0827906033;08226;++;+
0828001001;08511;--;-
0828101001;08329;++;=
0828101002;08329;++;=
0828101003;08329;++;=
0828201001;08391;+;=
0828201002;08391;+;=
0828201003;08391;+;=
0828201004;08391;+;=
0828201005;08391;+;=
0828301001;08551;+;=
0828301002;08551;+;=
0828301003;08551;+;=
0828301004;08551;+;=
0828401001;08490;=;=
0828401002;08490;=;=
0828401003;08490;=;=
0828401004;08490;=;=
0828402001;08490;=;=
0828402002;08490;=;=
0828402003;08490;=;=
0828501001;08570;=;-
0828501002;08570;=;-
0828501004;08570;=;-
0828502001;08570;=;-
0828502002;08570;=;-
0828503001;08570;=;-
0828503002;08570;=;-
0828503003;08570;=;-
0828601001;08789;--;++
0828601002;08789;--;++
0828701001;08775;--;++
0828801001;08737;=;=
0828901001;08629;+;+
0828901002;08629;+;+
0828901003;08629;+;+
0828901004;08629;+;+
0829001001;08231;=;++
0829101001;08233;++;=
0829101002;08233;++;=
0829101003;08233;++;=
0829101004;08233;++;=
0829201001;08785;+;=
0829301001;08699;++;=
0829401001;08471;=;-
0829501001;08759;=;+
0829501002;08759;=;+
0829501003;08759;=;+
0829501004;08759;=;+
